ADM3_PCODE,ADM3_EN,admin3AltName1_en,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,Total,Male,Female,T_00_04,T_05_09,T_10_14,T_15_17,T_18_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65plus,M_00_04,M_05_09,M_10_14,M_15_17,M_18_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65plus,F_00_04,F_05_09,F_10_14,F_15_17,F_18_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65plus
ET070610,Kindo Daddaye,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,92780.00,45709.00,47071.00,14676.00,15659.00,14184.00,7022.00,2631.00,5850.00,6529.00,5420.00,5314.00,3761.00,3057.00,2418.00,2065.00,1703.00,2494.00,7421.00,7919.00,7284.00,3617.00,1355.00,2672.00,2796.00,2379.00,2611.00,1910.00,1371.00,951.00,1093.00,903.00,1429.00,7255.00,7741.00,6901.00,3406.00,1276.00,3177.00,3733.00,3041.00,2703.00,1850.00,1686.00,1468.00,972.00,800.00,1065.00
ET070611,Damot Pullasa,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,142807.00,70227.00,72579.00,22112.00,23594.00,21572.00,11116.00,4164.00,9495.00,10578.00,8464.00,8287.00,5738.00,4657.00,3639.00,3086.00,2544.00,3759.00,11188.00,11938.00,10983.00,5651.00,2117.00,4294.00,4599.00,3803.00,4062.00,2913.00,2124.00,1462.00,1622.00,1347.00,2124.00,10924.00,11657.00,10588.00,5465.00,2047.00,5201.00,5979.00,4661.00,4225.00,2825.00,2533.00,2177.00,1463.00,1197.00,1635.00
ET070612,Duguna Fango,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,130052.00,64027.00,66025.00,20259.00,21617.00,19722.00,10049.00,3764.00,8524.00,9491.00,7667.00,7519.00,5238.00,4250.00,3331.00,2835.00,2337.00,3448.00,10267.00,10955.00,10078.00,5122.00,1918.00,3856.00,4098.00,3421.00,3687.00,2662.00,1931.00,1332.00,1497.00,1240.00,1959.00,9992.00,10662.00,9643.00,4927.00,1845.00,4669.00,5392.00,4245.00,3831.00,2575.00,2319.00,1999.00,1338.00,1097.00,1489.00
ET070613,Sodo Town,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,260881.00,132684.00,128196.00,29433.00,31406.00,33379.00,27419.00,10271.00,28601.00,31515.00,18302.00,17651.00,9338.00,7389.00,4703.00,3515.00,2900.00,5059.00,16066.00,17143.00,15835.00,12930.00,4843.00,12565.00,15882.00,10677.00,8864.00,4979.00,4437.00,2812.00,1728.00,1603.00,2320.00,13367.00,14263.00,17544.00,14489.00,5427.00,16036.00,15634.00,7625.00,8787.00,4359.00,2953.00,1891.00,1787.00,1298.00,2738.00
ET070614,Areka town,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,80189.00,38785.00,41404.00,9013.00,9618.00,10295.00,8459.00,3169.00,8852.00,9692.00,5584.00,5429.00,2863.00,2251.00,1433.00,1082.00,888.00,1563.00,4696.00,5011.00,4629.00,3779.00,1416.00,3673.00,4642.00,3121.00,2591.00,1455.00,1297.00,822.00,505.00,469.00,678.00,4317.00,4607.00,5666.00,4680.00,1753.00,5179.00,5049.00,2463.00,2838.00,1408.00,954.00,611.00,577.00,419.00,884.00
ET070615,Boditi town,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,82493.00,40202.00,42291.00,9278.00,9899.00,10586.00,8697.00,3258.00,9097.00,9969.00,5751.00,5585.00,2946.00,2318.00,1476.00,1113.00,914.00,1606.00,4868.00,5194.00,4798.00,3918.00,1467.00,3807.00,4812.00,3235.00,2686.00,1509.00,1344.00,852.00,524.00,486.00,703.00,4410.00,4705.00,5788.00,4780.00,1790.00,5290.00,5158.00,2515.00,2899.00,1438.00,974.00,624.00,589.00,428.00,903.00
ET070616,Tebela town,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,26682.00,13514.00,13169.00,3009.00,3211.00,3415.00,2805.00,1051.00,2927.00,3223.00,1871.00,1805.00,955.00,755.00,481.00,360.00,297.00,518.00,1636.00,1746.00,1613.00,1317.00,493.00,1280.00,1618.00,1087.00,903.00,507.00,452.00,286.00,176.00,163.00,236.00,1373.00,1465.00,1802.00,1488.00,558.00,1647.00,1606.00,783.00,903.00,448.00,303.00,194.00,184.00,133.00,281.00
ET070617,Gesuba town,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,26101.00,12836.00,13265.00,4038.00,4309.00,3941.00,2034.00,762.00,1739.00,1937.00,1548.00,1515.00,1048.00,851.00,664.00,563.00,465.00,687.00,2044.00,2181.00,2007.00,1034.00,387.00,786.00,842.00,696.00,742.00,532.00,389.00,267.00,296.00,246.00,387.00,1994.00,2128.00,1935.00,1000.00,375.00,953.00,1095.00,851.00,773.00,516.00,462.00,397.00,267.00,219.00,299.00
ET070618,Gununo hamus town,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,25968.00,12710.00,13258.00,3998.00,4266.00,3908.00,2035.00,762.00,1749.00,1950.00,1547.00,1512.00,1041.00,846.00,659.00,556.00,459.00,679.00,2013.00,2148.00,1977.00,1028.00,385.00,788.00,849.00,696.00,738.00,526.00,386.00,264.00,291.00,241.00,381.00,1985.00,2119.00,1933.00,1006.00,378.00,962.00,1101.00,851.00,774.00,515.00,460.00,394.00,266.00,217.00,299.00
ET070619,Hobicha  Abaya,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,48494.00,24217.00,24276.00,7658.00,8171.00,7410.00,3683.00,1380.00,3071.00,3423.00,2832.00,2781.00,1965.00,1594.00,1257.00,1077.00,888.00,1304.00,3925.00,4189.00,3853.00,1919.00,719.00,1421.00,1489.00,1265.00,1385.00,1012.00,726.00,504.00,577.00,477.00,755.00,3732.00,3982.00,3556.00,1765.00,660.00,1650.00,1933.00,1567.00,1396.00,953.00,867.00,754.00,500.00,411.00,548.00
ET070620,Kawo Koisha,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,70302.00,34611.00,35691.00,11042.00,11783.00,10706.00,5371.00,2012.00,4512.00,5033.00,4126.00,4044.00,2841.00,2309.00,1819.00,1549.00,1278.00,1877.00,5585.00,5959.00,5482.00,2754.00,1031.00,2054.00,2165.00,1825.00,1985.00,1443.00,1041.00,720.00,818.00,677.00,1071.00,5457.00,5823.00,5224.00,2618.00,980.00,2459.00,2867.00,2301.00,2059.00,1399.00,1268.00,1099.00,730.00,601.00,807.00
ET070621,Abela abaya,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,37387.00,18823.00,18564.00,5970.00,6370.00,5750.00,2798.00,1048.00,2299.00,2564.00,2165.00,2129.00,1522.00,1235.00,979.00,844.00,696.00,1017.00,3081.00,3287.00,3023.00,1478.00,554.00,1079.00,1117.00,963.00,1069.00,789.00,562.00,391.00,457.00,376.00,597.00,2890.00,3083.00,2727.00,1320.00,494.00,1220.00,1448.00,1202.00,1060.00,733.00,672.00,588.00,387.00,320.00,421.00
ET070622,Bayera Koisha,,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,62345.00,30752.00,31594.00,9841.00,10501.00,9521.00,4733.00,1773.00,3952.00,4409.00,3646.00,3575.00,2525.00,2052.00,1621.00,1384.00,1141.00,1673.00,4984.00,5317.00,4892.00,2437.00,913.00,1806.00,1893.00,1607.00,1759.00,1284.00,923.00,639.00,733.00,606.00,958.00,4857.00,5183.00,4629.00,2295.00,860.00,2146.00,2516.00,2040.00,1816.00,1241.00,1129.00,981.00,650.00,536.00,714.00
ET070701,Salamago,,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,37700.00,19104.00,18596.00,5864.00,6258.00,5714.00,2924.00,1095.00,2478.00,2758.00,2222.00,2182.00,1519.00,1229.00,959.00,821.00,677.00,1001.00,3055.00,3260.00,2999.00,1532.00,574.00,1159.00,1235.00,1027.00,1103.00,793.00,577.00,398.00,444.00,368.00,581.00,2810.00,2998.00,2715.00,1391.00,521.00,1320.00,1523.00,1195.00,1080.00,725.00,652.00,561.00,376.00,309.00,419.00
ET070702,South Ari,,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,163111.00,79998.00,83112.00,26029.00,27773.00,25057.00,12193.00,4567.00,10048.00,11227.00,9474.00,9289.00,6635.00,5401.00,4296.00,3673.00,3029.00,4419.00,13092.00,13970.00,12849.00,6283.00,2354.00,4586.00,4746.00,4093.00,4545.00,3355.00,2391.00,1662.00,1940.00,1599.00,2536.00,12937.00,13804.00,12209.00,5910.00,2214.00,5462.00,6482.00,5381.00,4744.00,3280.00,3011.00,2634.00,1733.00,1431.00,1883.00
ET070703,North Ari,,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,90746.00,44978.00,45768.00,14182.00,15133.00,13787.00,6985.00,2617.00,5900.00,6569.00,5336.00,5237.00,3661.00,2969.00,2329.00,1988.00,1639.00,2415.00,7231.00,7715.00,7098.00,3590.00,1345.00,2692.00,2852.00,2391.00,2586.00,1873.00,1355.00,936.00,1057.00,875.00,1382.00,6951.00,7418.00,6690.00,3396.00,1272.00,3207.00,3717.00,2946.00,2651.00,1788.00,1613.00,1394.00,931.00,764.00,1033.00
ET070704,Hamer,,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,81037.00,40858.00,40179.00,12536.00,13377.00,12237.00,6324.00,2369.00,5397.00,6011.00,4802.00,4707.00,3257.00,2638.00,2054.00,1749.00,1443.00,2136.00,6495.00,6930.00,6376.00,3294.00,1234.00,2511.00,2696.00,2223.00,2366.00,1693.00,1237.00,851.00,941.00,780.00,1231.00,6042.00,6447.00,5860.00,3030.00,1135.00,2886.00,3315.00,2580.00,2340.00,1563.00,1401.00,1203.00,810.00,662.00,905.00
ET070705,Bena Tsemay,,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,71510.00,36460.00,35051.00,11153.00,11901.00,10842.00,5523.00,2069.00,4665.00,5206.00,4219.00,4134.00,2884.00,2338.00,1828.00,1561.00,1288.00,1899.00,5825.00,6216.00,5718.00,2927.00,1097.00,2215.00,2364.00,1963.00,2105.00,1514.00,1101.00,759.00,846.00,702.00,1108.00,5329.00,5686.00,5123.00,2596.00,973.00,2450.00,2843.00,2256.00,2029.00,1370.00,1237.00,1068.00,713.00,586.00,791.00
ET070706,Dasenech /Kuraz,,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,71332.00,36432.00,34900.00,11093.00,11836.00,10818.00,5541.00,2076.00,4695.00,5214.00,4195.00,4131.00,2873.00,2320.00,1808.00,1554.00,1281.00,1898.00,5832.00,6224.00,5726.00,2920.00,1093.00,2202.00,2346.00,1954.00,2100.00,1515.00,1099.00,758.00,850.00,704.00,1111.00,5260.00,5613.00,5093.00,2622.00,982.00,2492.00,2868.00,2242.00,2030.00,1359.00,1220.00,1049.00,705.00,577.00,786.00
ET070707,Malie,,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,112384.00,57086.00,55298.00,17831.00,19026.00,17229.00,8493.00,3181.00,7030.00,7830.00,6530.00,6426.00,4564.00,3696.00,2917.00,2515.00,2074.00,3044.00,9291.00,9913.00,9118.00,4507.00,1688.00,3318.00,3460.00,2956.00,3256.00,2388.00,1710.00,1187.00,1371.00,1132.00,1792.00,8540.00,9112.00,8110.00,3987.00,1493.00,3712.00,4370.00,3574.00,3171.00,2175.00,1986.00,1730.00,1144.00,942.00,1251.00
ET070708,Nyngatom,,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,23258.00,11779.00,11479.00,3714.00,3963.00,3578.00,1741.00,652.00,1430.00,1594.00,1346.00,1324.00,947.00,768.00,608.00,525.00,433.00,633.00,1928.00,2057.00,1892.00,925.00,347.00,675.00,699.00,603.00,669.00,494.00,352.00,245.00,286.00,235.00,373.00,1787.00,1907.00,1686.00,816.00,306.00,754.00,895.00,743.00,655.00,453.00,416.00,364.00,239.00,198.00,260.00
ET070709,Jinka town,,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,53245.00,26673.00,26572.00,6000.00,6403.00,6820.00,5602.00,2099.00,5850.00,6433.00,3727.00,3603.00,1904.00,1504.00,957.00,718.00,591.00,1034.00,3230.00,3446.00,3183.00,2599.00,974.00,2526.00,3193.00,2146.00,1782.00,1001.00,892.00,565.00,347.00,322.00,466.00,2771.00,2956.00,3637.00,3003.00,1125.00,3324.00,3240.00,1580.00,1821.00,903.00,612.00,392.00,370.00,269.00,568.00
ET070710,Boko Dawula,,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,38574.00,18919.00,19655.00,6156.00,6568.00,5926.00,2883.00,1080.00,2376.00,2655.00,2241.00,2197.00,1569.00,1277.00,1016.00,869.00,716.00,1045.00,3096.00,3304.00,3039.00,1486.00,557.00,1084.00,1122.00,968.00,1075.00,793.00,565.00,393.00,459.00,378.00,600.00,3059.00,3264.00,2887.00,1398.00,524.00,1292.00,1533.00,1273.00,1122.00,776.00,712.00,623.00,410.00,338.00,445.00
ET070711,Wub Ari,,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,42656.00,20921.00,21735.00,6807.00,7263.00,6553.00,3189.00,1194.00,2628.00,2936.00,2478.00,2429.00,1735.00,1412.00,1123.00,961.00,792.00,1156.00,3424.00,3653.00,3360.00,1643.00,616.00,1199.00,1241.00,1070.00,1189.00,877.00,625.00,435.00,507.00,418.00,663.00,3383.00,3610.00,3193.00,1545.00,579.00,1429.00,1695.00,1407.00,1241.00,858.00,787.00,689.00,453.00,374.00,492.00
ET070801,Anderacha,,Sheka,ET0708,SNNP,ET07,Ethiopia,ET,32601.00,16089.00,16512.00,5203.00,5552.00,5010.00,2438.00,913.00,2008.00,2242.00,1892.00,1857.00,1326.00,1079.00,858.00,734.00,606.00,884.00,2633.00,2810.00,2584.00,1264.00,473.00,922.00,954.00,823.00,914.00,675.00,481.00,334.00,390.00,321.00,510.00,2570.00,2742.00,2426.00,1174.00,440.00,1085.00,1288.00,1069.00,942.00,652.00,598.00,523.00,344.00,284.00,374.00
ET070802,Masha,,Sheka,ET0708,SNNP,ET07,Ethiopia,ET,46271.00,23087.00,23184.00,6941.00,7406.00,6880.00,3755.00,1407.00,3310.00,3666.00,2786.00,2737.00,1836.00,1480.00,1132.00,959.00,790.00,1187.00,3588.00,3830.00,3525.00,1897.00,711.00,1490.00,1638.00,1312.00,1357.00,948.00,706.00,481.00,510.00,426.00,669.00,3352.00,3577.00,3356.00,1858.00,696.00,1820.00,2027.00,1475.00,1380.00,888.00,774.00,650.00,449.00,364.00,519.00
ET070803,Yeki,,Sheka,ET0708,SNNP,ET07,Ethiopia,ET,144624.00,73952.00,70672.00,23103.00,24651.00,22259.00,10833.00,4058.00,8884.00,9898.00,8359.00,8235.00,5890.00,4770.00,3776.00,3267.00,2694.00,3946.00,12103.00,12914.00,11878.00,5808.00,2176.00,4239.00,4387.00,3783.00,4202.00,3101.00,2210.00,1536.00,1794.00,1478.00,2344.00,11000.00,11737.00,10381.00,5025.00,1882.00,4645.00,5512.00,4576.00,4033.00,2789.00,2560.00,2240.00,1473.00,1216.00,1601.00
ET070804,Tepi,,Sheka,ET0708,SNNP,ET07,Ethiopia,ET,49406.00,25038.00,24368.00,5573.00,5946.00,6323.00,5194.00,1946.00,5419.00,5969.00,3464.00,3343.00,1768.00,1398.00,890.00,666.00,549.00,958.00,3032.00,3235.00,2988.00,2440.00,914.00,2371.00,2997.00,2015.00,1673.00,940.00,837.00,531.00,326.00,302.00,438.00,2541.00,2711.00,3335.00,2754.00,1032.00,3048.00,2972.00,1449.00,1670.00,828.00,561.00,359.00,340.00,247.00,520.00
ET070805,Masha town,,Sheka,ET0708,SNNP,ET07,Ethiopia,ET,13506.00,6514.00,6992.00,1518.00,1620.00,1734.00,1425.00,534.00,1492.00,1632.00,940.00,914.00,482.00,379.00,241.00,182.00,149.00,263.00,789.00,842.00,777.00,635.00,238.00,617.00,780.00,524.00,435.00,244.00,218.00,138.00,85.00,79.00,114.00,729.00,778.00,957.00,790.00,296.00,875.00,853.00,416.00,479.00,238.00,161.00,103.00,97.00,71.00,149.00
ET070901,Saylem,,Kefa,ET0709,SNNP,ET07,Ethiopia,ET,55470.00,27000.00,28470.00,8591.00,9167.00,8384.00,4316.00,1617.00,3688.00,4105.00,3284.00,3218.00,2229.00,1808.00,1414.00,1200.00,989.00,1461.00,4311.00,4599.00,4231.00,2169.00,813.00,1643.00,1755.00,1456.00,1560.00,1121.00,816.00,562.00,626.00,520.00,819.00,4280.00,4567.00,4152.00,2147.00,804.00,2046.00,2349.00,1828.00,1658.00,1108.00,993.00,852.00,573.00,469.00,641.00
ET070902,Gesha,,Kefa,ET0709,SNNP,ET07,Ethiopia,ET,114886.00,56213.00,58673.00,17896.00,19096.00,17406.00,8868.00,3322.00,7526.00,8397.00,6790.00,6642.00,4627.00,3762.00,2952.00,2502.00,2063.00,3038.00,8998.00,9601.00,8833.00,4505.00,1687.00,3400.00,3621.00,3015.00,3241.00,2336.00,1697.00,1169.00,1310.00,1086.00,1715.00,8898.00,9494.00,8573.00,4363.00,1634.00,4126.00,4776.00,3775.00,3401.00,2291.00,2065.00,1782.00,1192.00,977.00,1323.00
ET070903,Gewata,,Kefa,ET0709,SNNP,ET07,Ethiopia,ET,96685.00,47889.00,48796.00,15247.00,16269.00,14759.00,7351.00,2754.00,6144.00,6852.00,5656.00,5548.00,3914.00,3179.00,2508.00,2143.00,1767.00,2593.00,7754.00,8274.00,7611.00,3798.00,1423.00,2818.00,2959.00,2507.00,2740.00,2000.00,1438.00,995.00,1139.00,941.00,1490.00,7493.00,7995.00,7148.00,3553.00,1331.00,3325.00,3893.00,3149.00,2808.00,1915.00,1741.00,1513.00,1004.00,825.00,1103.00
ET070904,Gimbo,,Kefa,ET0709,SNNP,ET07,Ethiopia,ET,113751.00,56224.00,57528.00,17073.00,18217.00,16921.00,9222.00,3455.00,8130.00,9001.00,6846.00,6724.00,4514.00,3639.00,2787.00,2359.00,1943.00,2920.00,8751.00,9338.00,8594.00,4615.00,1729.00,3617.00,3974.00,3186.00,3300.00,2311.00,1717.00,1172.00,1245.00,1040.00,1632.00,8321.00,8879.00,8326.00,4607.00,1725.00,4512.00,5028.00,3659.00,3424.00,2203.00,1922.00,1615.00,1115.00,903.00,1287.00
ET070905,Adiyio,,Kefa,ET0709,SNNP,ET07,Ethiopia,ET,144286.00,70284.00,74002.00,22650.00,24168.00,21970.00,11029.00,4131.00,9280.00,10343.00,8468.00,8301.00,5829.00,4737.00,3734.00,3178.00,2620.00,3849.00,11352.00,12114.00,11143.00,5587.00,2093.00,4161.00,4382.00,3699.00,4029.00,2931.00,2113.00,1462.00,1665.00,1377.00,2178.00,11298.00,12055.00,10827.00,5442.00,2038.00,5119.00,5961.00,4769.00,4273.00,2897.00,2624.00,2272.00,1513.00,1244.00,1671.00
ET070906,Tullo,,Kefa,ET0709,SNNP,ET07,Ethiopia,ET,86124.00,42719.00,43405.00,13301.00,14192.00,13002.00,6735.00,2523.00,5764.00,6409.00,5101.00,5006.00,3457.00,2799.00,2181.00,1856.00,1530.00,2267.00,6800.00,7256.00,6676.00,3440.00,1289.00,2617.00,2805.00,2317.00,2472.00,1771.00,1292.00,889.00,985.00,818.00,1290.00,6500.00,6936.00,6326.00,3295.00,1235.00,3148.00,3603.00,2784.00,2534.00,1686.00,1507.00,1291.00,870.00,712.00,977.00
ET070907,Cheta,,Kefa,ET0709,SNNP,ET07,Ethiopia,ET,44153.00,21469.00,22684.00,6856.00,7315.00,6684.00,3424.00,1283.00,2918.00,3247.00,2608.00,2557.00,1776.00,1441.00,1129.00,958.00,790.00,1166.00,3436.00,3667.00,3373.00,1720.00,645.00,1298.00,1383.00,1151.00,1238.00,893.00,648.00,446.00,501.00,415.00,655.00,3419.00,3648.00,3310.00,1704.00,638.00,1620.00,1864.00,1457.00,1319.00,883.00,793.00,682.00,458.00,375.00,511.00
ET070908,Decha,,Kefa,ET0709,SNNP,ET07,Ethiopia,ET,124146.00,62053.00,62093.00,19321.00,20616.00,18827.00,9618.00,3603.00,8157.00,9069.00,7310.00,7183.00,5000.00,4047.00,3164.00,2705.00,2230.00,3297.00,9946.00,10612.00,9763.00,4967.00,1860.00,3741.00,3979.00,3319.00,3575.00,2580.00,1872.00,1292.00,1449.00,1201.00,1897.00,9376.00,10004.00,9064.00,4651.00,1742.00,4415.00,5090.00,3991.00,3609.00,2419.00,2175.00,1873.00,1255.00,1029.00,1399.00
ET070909,Chena,,Kefa,ET0709,SNNP,ET07,Ethiopia,ET,101410.00,49877.00,51533.00,15499.00,16538.00,15225.00,8033.00,3009.00,6957.00,7725.00,6045.00,5931.00,4053.00,3279.00,2541.00,2155.00,1776.00,2643.00,7876.00,8404.00,7732.00,4045.00,1515.00,3111.00,3366.00,2749.00,2901.00,2062.00,1514.00,1039.00,1134.00,943.00,1485.00,7624.00,8135.00,7492.00,3989.00,1494.00,3846.00,4360.00,3296.00,3030.00,1991.00,1764.00,1502.00,1021.00,832.00,1157.00
ET070910,Bita,,Kefa,ET0709,SNNP,ET07,Ethiopia,ET,100474.00,49798.00,50676.00,15685.00,16736.00,15257.00,7746.00,2902.00,6551.00,7293.00,5912.00,5802.00,4051.00,3284.00,2575.00,2197.00,1811.00,2671.00,8000.00,8535.00,7853.00,3978.00,1490.00,2986.00,3167.00,2651.00,2865.00,2073.00,1501.00,1036.00,1168.00,967.00,1529.00,7686.00,8200.00,7404.00,3768.00,1412.00,3565.00,4125.00,3260.00,2937.00,1978.00,1784.00,1539.00,1029.00,844.00,1143.00
ET070911,Bonga town,,Kefa,ET0709,SNNP,ET07,Ethiopia,ET,64803.00,32109.00,32695.00,7297.00,7786.00,8306.00,6824.00,2556.00,7130.00,7830.00,4528.00,4386.00,2316.00,1827.00,1163.00,874.00,719.00,1260.00,3888.00,4149.00,3832.00,3129.00,1172.00,3041.00,3843.00,2584.00,2145.00,1205.00,1074.00,680.00,418.00,388.00,562.00,3409.00,3638.00,4474.00,3695.00,1384.00,4090.00,3987.00,1945.00,2241.00,1112.00,753.00,482.00,456.00,331.00,698.00
ET070912,Goba (SP),,Kefa,ET0709,SNNP,ET07,Ethiopia,ET,43029.00,21508.00,21522.00,6697.00,7146.00,6526.00,3334.00,1249.00,2827.00,3143.00,2534.00,2490.00,1733.00,1403.00,1097.00,938.00,773.00,1143.00,3447.00,3678.00,3384.00,1722.00,644.00,1297.00,1379.00,1151.00,1239.00,894.00,649.00,447.00,502.00,417.00,658.00,3249.00,3467.00,3142.00,1612.00,604.00,1530.00,1764.00,1383.00,1251.00,838.00,754.00,649.00,435.00,357.00,485.00
ET070913,Shisho Ande,,Kefa,ET0709,SNNP,ET07,Ethiopia,ET,85050.00,41830.00,43220.00,12999.00,13870.00,12769.00,6737.00,2524.00,5835.00,6479.00,5070.00,4974.00,3399.00,2750.00,2131.00,1807.00,1489.00,2217.00,6605.00,7047.00,6486.00,3392.00,1270.00,2609.00,2823.00,2306.00,2433.00,1729.00,1270.00,872.00,951.00,791.00,1246.00,6394.00,6822.00,6283.00,3345.00,1253.00,3226.00,3656.00,2764.00,2541.00,1671.00,1479.00,1260.00,856.00,698.00,971.00
ET070914,Wacha,,Kefa,ET0709,SNNP,ET07,Ethiopia,ET,32518.00,15993.00,16525.00,4970.00,5303.00,4882.00,2576.00,965.00,2231.00,2477.00,1938.00,1902.00,1300.00,1051.00,815.00,691.00,569.00,847.00,2526.00,2694.00,2480.00,1297.00,486.00,998.00,1080.00,882.00,930.00,661.00,485.00,333.00,363.00,302.00,476.00,2445.00,2608.00,2403.00,1279.00,479.00,1233.00,1398.00,1057.00,972.00,638.00,566.00,482.00,328.00,267.00,371.00
ET071003,Selamber town,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,34641.00,17268.00,17372.00,5417.00,5780.00,5264.00,2665.00,998.00,2248.00,2504.00,2037.00,1998.00,1398.00,1133.00,889.00,759.00,626.00,923.00,2776.00,2962.00,2725.00,1379.00,516.00,1035.00,1096.00,919.00,993.00,719.00,521.00,359.00,405.00,335.00,531.00,2642.00,2818.00,2539.00,1286.00,481.00,1214.00,1408.00,1118.00,1005.00,679.00,613.00,530.00,354.00,290.00,392.00
ET071004,Boreda,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,91753.00,46659.00,45094.00,14304.00,15263.00,13924.00,7097.00,2658.00,5999.00,6676.00,5399.00,5305.00,3699.00,2993.00,2338.00,2004.00,1652.00,2442.00,7474.00,7975.00,7337.00,3737.00,1400.00,2817.00,2998.00,2498.00,2689.00,1940.00,1408.00,971.00,1089.00,902.00,1425.00,6831.00,7288.00,6587.00,3360.00,1258.00,3181.00,3679.00,2900.00,2616.00,1760.00,1585.00,1367.00,915.00,750.00,1017.00
ET071005,Mirab Abaya,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,104439.00,52092.00,52347.00,15932.00,17000.00,15661.00,8298.00,3108.00,7193.00,7988.00,6234.00,6116.00,4172.00,3373.00,2607.00,2213.00,1824.00,2719.00,8202.00,8751.00,8053.00,4235.00,1586.00,3270.00,3549.00,2888.00,3035.00,2151.00,1584.00,1085.00,1178.00,981.00,1544.00,7730.00,8249.00,7608.00,4062.00,1522.00,3922.00,4440.00,3346.00,3081.00,2021.00,1789.00,1522.00,1035.00,843.00,1176.00
ET071006,Chencha Zuriya,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,114361.00,52702.00,61659.00,17027.00,18169.00,16893.00,9309.00,3487.00,8313.00,9245.00,6970.00,6786.00,4518.00,3675.00,2828.00,2337.00,1925.00,2880.00,8115.00,8658.00,7970.00,4365.00,1636.00,3470.00,3850.00,3048.00,3114.00,2157.00,1618.00,1100.00,1143.00,958.00,1501.00,8913.00,9510.00,8923.00,4943.00,1851.00,4843.00,5395.00,3922.00,3672.00,2361.00,2058.00,1729.00,1194.00,967.00,1380.00
ET071007,Ezo /Kogota,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,40612.00,18716.00,21896.00,6047.00,6452.00,5999.00,3306.00,1238.00,2952.00,3283.00,2475.00,2410.00,1604.00,1305.00,1004.00,830.00,684.00,1023.00,2882.00,3075.00,2830.00,1550.00,580.00,1232.00,1368.00,1083.00,1105.00,766.00,574.00,390.00,406.00,340.00,532.00,3165.00,3377.00,3168.00,1756.00,657.00,1720.00,1916.00,1392.00,1304.00,838.00,731.00,614.00,424.00,343.00,490.00
ET071008,Dita,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,113067.00,53195.00,59872.00,17640.00,18822.00,17144.00,8692.00,3256.00,7386.00,8241.00,6680.00,6527.00,4553.00,3712.00,2928.00,2467.00,2033.00,2986.00,8552.00,9125.00,8394.00,4246.00,1591.00,3184.00,3373.00,2828.00,3058.00,2215.00,1603.00,1107.00,1250.00,1035.00,1635.00,9088.00,9697.00,8749.00,4445.00,1665.00,4202.00,4867.00,3852.00,3469.00,2338.00,2110.00,1821.00,1218.00,999.00,1351.00
ET071009,Daramalo,,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,109334.00,56349.00,52986.00,17061.00,18205.00,16604.00,8454.00,3167.00,7130.00,7933.00,6425.00,6319.00,4411.00,3564.00,2781.00,2391.00,1972.00,2917.00,9029.00,9633.00,8863.00,4512.00,1690.00,3400.00,3617.00,3016.00,3247.00,2343.00,1700.00,1172.00,1315.00,1090.00,1722.00,8033.00,8571.00,7742.00,3942.00,1477.00,3730.00,4316.00,3409.00,3072.00,2068.00,1864.00,1609.00,1076.00,882.00,1195.00
